OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2251 DEB,1993-036BHH,2024-04-15T12:56:51.507456,14.20315423,0.0116663,74.1709,34.5805,80.3125,281.1175,0,U,37269,999,57065,0.0035644,8.152e-05,0
COSMOS 2251 DEB,1993-036BHJ,2024-04-21T17:18:26.836416,13.51745603,0.0425891,73.9331,229.3479,356.9127,2.936,0,U,37270,999,69051,0.0051717,5.964e-05,0
COSMOS 2251 DEB,1993-036BHR,2024-04-17T20:08:06.619200,14.70682739,0.0026528,74.0362,168.8723,346.9011,13.1468,0,U,37277,999,102,0.0060369,0.00037146,0
COSMOS 2251 DEB,1993-036BHS,2024-04-21T08:14:38.178816,14.07533987,0.0320072,73.7931,346.9021,270.8699,213.2324,0,U,37278,999,55356,0.0019223,5.153e-05,0
COSMOS 2251 DEB,1993-036BHU,2024-04-11T15:06:58.152672,14.12715343,0.0144028,74.0353,62.4715,331.3915,27.9374,0,U,37280,999,72949,0.0024715,5.036e-05,0
COSMOS 2251 DEB,1993-036BHW,2024-04-20T17:09:59.246784,14.99704924,0.0035978,73.8761,238.929,112.796,247.7033,0,U,37282,999,78548,0.0090131,0.00114536,0
COSMOS 2251 DEB,1993-036BHY,2024-04-13T19:40:19.253856,14.06606746,0.0176228,74.0206,147.8466,76.5549,41.4266,0,U,37284,999,50607,0.0010868,2.051e-05,0
COSMOS 2251 DEB,1993-036BJG,2024-04-14T01:51:43.298208,13.9594766,0.0231214,74.1333,16.657,174.3288,186.0551,0,U,37292,999,51344,0.0016249,2.762e-05,0
COSMOS 2251 DEB,1993-036BJH,2024-03-25T04:15:17.830944,14.36840718,0.0074588,73.9251,11.5635,55.8936,304.9264,0,U,37293,999,56333,0.003736,0.0001139,0
COSMOS 2251 DEB,1993-036BJJ,2024-03-25T03:02:48.651072,14.89241677,0.0030489,74.0512,35.3889,220.2976,139.5946,0,U,37294,999,75542,0.020529,0.0020164,0
